Protein;Protein ID;Entry Name;Gene;Protein Length;Organism;Protein Existence;Description;Protein Probability;Top Peptide Probability;Combined Total Peptides;Combined Spectral Count;Combined Total Spectral Count;WT_RT_1 Intensity;WT_RT_2 Intensity;WT_RT_3 Intensity;WT_Cold_1 Intensity;WT_Cold_2 Intensity;WT_Cold_2 Intensity;WT_RT_1 MaxLFQ Intensity;WT_RT_2 MaxLFQ Intensity;WT_RT_3 MaxLFQ Intensity;WT_Cold_1 MaxLFQ Intensity;WT_Cold_2 MaxLFQ Intensity;WT_Cold_3 MaxLFQ Intensity;Indistinguishable Proteins
sp|F4JHA2|RSH1C_ARATH;F4JHA2;RSH1C_ARATH;RSH1;884;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Putative GTP diphosphokinase RSH1, chloroplastic;1;0.999;11;30;30;74051.96;184666.97;83764.06;9352.078;15745.324;48218.62;25378.93;51208.27;0;0;0;25227.375;
sp|F4JJT9|SYDM_ARATH;F4JJT9;SYDM_ARATH;At4g33760;664;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Aspartate--tRNA ligase, chloroplastic/mitochondrial;1;0.999;13;42;42;75604.195;82728.99;267211.03;3918.5215;8775.707;54170.535;26799.455;29439.701;62483.324;0;0;16472.26;
sp|F4JL11|IMPA2_ARATH;F4JL11;IMPA2_ARATH;IMPA2;535;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Importin subunit alpha-2;0.9145;0.999;1;12;12;6120.2197;0;19967.621;0;0;6990.0586;0;0;0;0;0;0;
sp|F4JLP5|PLPD2_ARATH;F4JLP5;PLPD2_ARATH;LPD2;567;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Dihydrolipoyl dehydrogenase 2, chloroplastic;1;0.999;36;629;629;6403179.5;6696576.5;9551053;2232713;2331199.2;3147536;1019798.75;958018.44;1423675;376007.8;390086.78;464982.56;
sp|F4JMJ1|HSP7R_ARATH;F4JMJ1;HSP7R_ARATH;HSP70-17;867;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Heat shock 70 kDa protein 17;1;0.999;8;40;40;88290.93;35246.914;137530.86;56885.7;134874;136271.52;33155.05;27410.467;42467.79;20780.58;25790.781;35526.86;
sp|F4JPW1|BASS5_ARATH;F4JPW1;BASS5_ARATH;BASS5;407;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Probable sodium/metabolite cotransporter BASS5, chloroplastic;1;0.999;3;31;31;5540.791;90044.13;45351;57922.582;71389.45;76824.78;0;26919.209;33432.5;25850.748;33309.16;52428.07;
sp|F4JTE7|GPP1_ARATH;F4JTE7;GPP1_ARATH;GPP1;298;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;(DL)-glycerol-3-phosphatase 1, mitochondrial;0.8519;0.9981;1;1;1;0;0;0;0;0;10830.78;0;0;0;0;0;0;
sp|F4JV80|GATC_ARATH;F4JV80;GATC_ARATH;GATC;155;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Glutamyl-tRNA(Gln) amidotransferase subunit C, chloroplastic/mitochondrial;0.9145;0.999;1;5;5;27813.217;32397.36;66194.92;0;11799.94;29738.996;0;0;0;0;0;0;
sp|F4JVN6|TPPII_ARATH;F4JVN6;TPPII_ARATH;TPP2;1380;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Tripeptidyl-peptidase 2;1;0.999;59;425;425;2631788.2;1379015.4;2501563.5;319219.38;455046.38;771965.44;181714.97;121858.39;198617.73;37997.344;46407.035;72371.91;
sp|F4JY11|CAND7_ARATH;F4JY11;CAND7_ARATH;CAND7;440;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Protein CANDIDATE G-PROTEIN COUPLED RECEPTOR 7;0.8517;0.9981;1;1;1;0;0;0;0;0;25014.598;0;0;0;0;0;0;
sp|F4JZY1|CIP1_ARATH;F4JZY1;CIP1_ARATH;CIP1;1586;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;COP1-interactive protein 1;1;0.999;56;510;510;753263.6;703456.25;1334430.8;719910.25;827040.5;1275246.8;54387.844;61422.242;113605.53;54277.633;58788.508;81505.8;
sp|F4K0E8|ISPG_ARATH;F4K0E8;ISPG_ARATH;ISPG;741;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin), chloroplastic;1;0.999;22;112;112;334525.16;500537.34;1004318.06;30638.61;77041.53;386361.16;65831.44;89470.2;119424.94;0;34237.973;70998.9;
sp|F4K1B4|NEAP2_ARATH;F4K1B4;NEAP2_ARATH;NEAP2;335;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Nuclear envelope-associated protein 2;1;0.999;9;63;63;192553.31;132546.44;265103.94;64586.19;102793.34;167976.27;68316.14;55442.355;70660.16;30729.367;42532.88;58690.97;
sp|F4K410|SVR3_ARATH;F4K410;SVR3_ARATH;SVR3;675;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Putative elongation factor TypA-like SVR3, chloroplastic;1;0.999;20;110;110;251426.33;452161.03;593523.56;132720.36;262038.77;545520.94;69923.05;112208.586;235850.72;48607.176;69578.055;127379.84;
sp|F4K6X0|CHR42_ARATH;F4K6X0;CHR42_ARATH;CRR42;121;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Protein CHLORORESPIRATORY REDUCTION 42, chloroplastic;1;0.999;5;54;54;155658.31;353254.03;188741.53;0;68097.086;177794.72;64578.297;116439.875;175777.56;0;34176.027;66893.04;
sp|F4KDA6|LPA2_ARATH;F4KDA6;LPA2_ARATH;LPA2;185;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Protein LPA2;0.9145;0.999;1;18;18;4902.1875;4124.244;13243.037;7208.954;8954.723;10137.872;0;0;0;0;0;0;
sp|F4KE63|SYVM2_ARATH;F4KE63;SYVM2_ARATH;EMB2247;974;Arabidopsis thaliana OX=3702;3:Protein inferred from homology;Valine--tRNA ligase, chloroplastic/mitochondrial 2;1;0.999;15;54;54;317279.1;409213.44;410078.16;32168.957;46103.69;153095.81;52334.516;57574.918;74937.84;11075.35;14825.46;29275.59;
sp|F4KF14|FTSI4_ARATH;F4KF14;FTSI4_ARATH;FTSHI4;855;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Probable inactive ATP-dependent zinc metalloprotease FTSHI 4, chloroplastic;1;0.999;75;1476;1476;7054608.5;9654410;1.82E+07;2965104.8;4508441.5;9437780;407587.1;539546.4;899852.9;205691.28;278771.3;513005.34;
sp|F4KHD8|GP210_ARATH;F4KHD8;GP210_ARATH;GB210;1923;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Nuclear pore complex protein GP210;0.9883;0.9989;2;3;3;0;0;0;0;0;0;0;0;0;0;0;0;
sp|F4KHG6|CTPA1_ARATH;F4KHG6;CTPA1_ARATH;CTPA1;489;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Carboxyl-terminal-processing peptidase 1, chloroplastic;1;0.999;4;8;8;0;0;22770.854;0;13314.657;73159.59;0;0;0;0;0;0;
sp|F4KIB2|TMN8_ARATH;F4KIB2;TMN8_ARATH;TMN8;648;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Transmembrane 9 superfamily member 8;0.9848;0.999;2;7;7;32499.137;0;46181.68;0;0;52056.516;0;0;0;0;0;0;
sp|O03042|RBL_ARATH;O03042;RBL_ARATH;rbcL;479;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Ribulose bisphosphate carboxylase large chain;1;0.999;72;5617;5617;1.61E+08;1.47E+08;2.90E+08;5.09E+07;7.70E+07;1.28E+08;2.36E+07;2.04E+07;3.98E+07;7435487.5;1.25E+07;1.96E+07;
sp|O03982|HIP39_ARATH;O03982;HIP39_ARATH;HIPP39;177;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Heavy metal-associated isoprenylated plant protein 39;1;0.999;2;6;6;0;23428.871;58196.035;0;0;0;0;0;0;0;0;0;
sp|O03983|LEA14_ARATH;O03983;LEA14_ARATH;LEA14;151;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Probable desiccation-related protein LEA14;1;0.999;2;8;8;0;0;0;24678.57;25993.645;52782.125;0;0;0;0;0;29069.648;
sp|O04023|SRC2_ARATH;O04023;SRC2_ARATH;SRC2;324;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Protein SRC2 homolog;0.9916;0.999;2;2;2;9017.073;0;0;2651.8403;0;0;0;0;0;0;0;0;
sp|O04130|SERA2_ARATH;O04130;SERA2_ARATH;PGDH2;624;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;D-3-phosphoglycerate dehydrogenase 2, chloroplastic;1;0.999;21;171;205;268212.44;96624.54;528032.6;370398;421216.66;718010.44;43403.023;34929.902;85517.49;52471.926;61823.066;92839.63;
sp|O04151|CALR1_ARATH;O04151;CALR1_ARATH;CRT1;425;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Calreticulin-1;1;0.999;9;89;89;225856.55;165445.06;472270.9;145095.53;202550.61;293776.1;98653.57;75747.56;152067.25;57144.3;68850.516;94634.836;
sp|O04153|CALR3_ARATH;O04153;CALR3_ARATH;CRT3;424;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Calreticulin-3;1;0.999;10;73;73;322320.38;215677.02;377050.84;192724.19;194889.97;287698.5;83348.79;68892.63;96042.17;53059.36;56975.12;78578.52;
sp|O04157|RAG3B_ARATH;O04157;RAG3B_ARATH;RABG3B;203;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Ras-related protein RABG3b;1;0.999;7;19;83;76129.88;59223.453;238979.06;35726.832;41155.56;55384.754;0;0;0;0;0;0;
sp|O04196|ISOA1_ARATH;O04196;ISOA1_ARATH;ISA1;783;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Isoamylase 1, chloroplastic;1;0.999;3;5;5;0;7040.378;3053.2607;0;0;0;0;0;0;0;0;0;
sp|O04200|PXN_ARATH;O04200;PXN_ARATH;PXN;331;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Peroxisomal nicotinamide adenine dinucleotide carrier;1;0.999;5;26;26;56740.953;103848.9;221950.1;0;5106.1865;63550.184;46476.832;79181.914;146801.58;0;0;54367.094;
sp|O04202|EIF3F_ARATH;O04202;EIF3F_ARATH;TIF3F1;293;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Eukaryotic translation initiation factor 3 subunit F;0.9145;0.999;1;1;1;0;0;37099.938;0;0;0;0;0;0;0;0;0;
sp|O04209|CLC2_ARATH;O04209;CLC2_ARATH;CLC2;258;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Clathrin light chain 2;1;0.999;5;31;31;115106.89;4354.834;82844.57;46354.453;33221.72;18725.1;52506.02;0;59228.51;20953.82;17577.602;14994.861;
sp|O04309|JAL35_ARATH;O04309;JAL35_ARATH;JAL35;451;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Jacalin-related lectin 35;1;0.999;23;157;157;1272682;699784.9;2599222.8;259189.84;329811.03;540624.94;297635.66;159645.4;615789.4;77726.57;79657.16;128292.73;
sp|O04310|JAL34_ARATH;O04310;JAL34_ARATH;JAL34;705;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Jacalin-related lectin 34;1;0.999;8;22;25;86615.17;66736.36;123916.95;0;7488.4326;25146.941;29605.443;28832.68;42324.53;0;0;17489.85;
sp|O04314|JAL30_ARATH;O04314;JAL30_ARATH;PBP1;298;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;PYK10-binding protein 1;1;0.999;7;25;28;191480.1;92624.984;84759.78;20341.184;9761.992;76518.9;59933.094;62074.004;33815.473;0;0;28940.861;
sp|O04331|PHB3_ARATH;O04331;PHB3_ARATH;PHB3;277;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Prohibitin-3, mitochondrial;1;0.999;5;25;25;65868.56;20255.762;124598.75;39251.35;54743.047;111201.17;33842.586;0;48226.535;23098.447;32238.25;59538.848;
sp|O04450|TCPE_ARATH;O04450;TCPE_ARATH;CCT5;535;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;T-complex protein 1 subunit epsilon;0.9937;0.999;2;9;9;18236.225;28722.07;0;12824.824;14006.593;17832.668;0;0;0;0;0;0;
sp|O04486|RAA2A_ARATH;O04486;RAA2A_ARATH;RABA2A;217;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Ras-related protein RABA2a;1;0.999;15;65;192;103867.016;176566.23;307385.34;38562.25;62220.684;101162.53;48256.984;64598.62;120957.88;19323.816;26918.67;36279.54;
sp|O04487|EF1G1_ARATH;O04487;EF1G1_ARATH;At1g09640;414;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Probable elongation factor 1-gamma 1;1;0.999;13;29;94;95821.22;50702.1;123967.39;97099.41;91652.59;133110.62;45285.855;45020.477;77958;47064.805;45034.97;58159.44;
sp|O04499|PMG1_ARATH;O04499;PMG1_ARATH;PGM1;557;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;2,3-bisphosphoglycerate-independent phosphoglycerate mutase 1;1;0.999;6;36;36;78999.12;80813.91;16128.689;91236.17;112926.484;135463.56;30768.53;39192.094;0;67120.47;54660.67;52534.184;
sp|O04603|RK5_ARATH;O04603;RK5_ARATH;RPL5;262;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;50S ribosomal protein L5, chloroplastic;1;0.999;22;399;399;4237065.5;3883196.2;6597038.5;2142712.5;2521192.5;3789701.2;960085.25;876398.8;1628028.2;492769.2;613929.6;841407.4;
sp|O04616|CUT1A_ARATH;O04616;CUT1A_ARATH;CURT1A;164;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Protein CURVATURE THYLAKOID 1A, chloroplastic;1;0.999;7;100;100;475824.1;261567.66;516199;653339.3;687852;1069923.1;209366.03;106325.234;258459.69;258013.3;274252.12;426102.03;
sp|O04630|SYTM1_ARATH;O04630;SYTM1_ARATH;THRRS;709;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Threonine--tRNA ligase, mitochondrial 1;0.9848;0.999;3;10;10;7003.9097;0;0;7491.0127;5542.337;64399.242;0;0;0;0;0;56128.69;
sp|O04834|SAR1A_ARATH;O04834;SAR1A_ARATH;SAR1A;193;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;GTP-binding protein SAR1A;1;0.999;5;28;28;56560.062;57798.383;45337.75;21939.316;37017.664;83850.6;23983.557;30794.453;47092.945;13855.977;17741.574;33978.016;
sp|O04848|H2AXA_ARATH;O04848;H2AXA_ARATH;At1g08880;142;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Probable histone H2AXa;0.9996;0.999;2;14;14;0;0;0;0;0;137116.2;0;0;0;0;0;0;sp|O81826|H2A3_ARATH, sp|Q9C681|H2A1_ARATH, sp|Q9LD28|H2A6_ARATH, sp|Q9LHQ5|H2A2_ARATH, sp|Q9S9K7|H2AXB_ARATH
sp|O04904|PYRC_ARATH;O04904;PYRC_ARATH;PYR4;377;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Dihydroorotase, mitochondrial;1;0.999;7;16;16;38411.734;0;195260.25;0;0;5439.539;29762.447;0;69095.32;0;0;0;
sp|O04905|KCY3_ARATH;O04905;KCY3_ARATH;UMK3;202;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;UMP-CMP kinase 3;0.9998;0.999;3;8;8;12126.74;0;19379.086;3841.8423;0;10133.482;0;0;0;0;0;0;
sp|O04921|HEMH2_ARATH;O04921;HEMH2_ARATH;FC2;512;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Ferrochelatase-2, chloroplastic;1;0.999;12;84;84;182152.81;416096.38;1452318;68613.59;129457.586;340286.1;74262.375;119394.55;320017.6;31730.834;63173.81;133943.66;
sp|O04922|GPX2_ARATH;O04922;GPX2_ARATH;GPX2;169;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Probable glutathione peroxidase 2;1;0.999;12;112;131;682066.6;705703.2;184296.38;344966.2;377418.6;605820.9;150014.12;154541.58;63178.54;75574.58;82909.055;131710.28;
sp|O04983|ACCC_ARATH;O04983;ACCC_ARATH;CAC2;537;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Biotin carboxylase, chloroplastic;1;0.999;19;225;225;1647998.5;2110812.2;1703968.6;1153782.2;1313763.8;1844788.8;797003.8;1041617.4;1287983;292838.3;389048.56;589165.25;
sp|O22126|FLA8_ARATH;O22126;FLA8_ARATH;FLA8;420;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Fasciclin-like arabinogalactan protein 8;1;0.999;4;18;18;29097.09;0;17111.367;18613.172;15939.906;39496.59;0;0;0;0;0;24521.975;
sp|O22145|OSGP2_ARATH;O22145;OSGP2_ARATH;GCP1;480;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial;0.9145;0.999;1;4;4;0;0;0;0;0;0;0;0;0;0;0;0;
sp|O22160|TL15A_ARATH;O22160;TL15A_ARATH;At2g44920;224;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Thylakoid lumenal 15 kDa protein 1, chloroplastic;1;0.999;7;102;102;93979.86;174950.83;340357.16;78095.164;226412.4;506298.97;47093.13;71037.89;180098.64;33520.55;81045.27;177991.64;
sp|O22173|PABP4_ARATH;O22173;PABP4_ARATH;PAB4;662;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Polyadenylate-binding protein 4;1;0.999;5;24;34;50459.66;18019.256;0;40513.516;31231.559;30946.271;33715.496;0;0;19478.44;20607.63;20727.338;
sp|O22203|C98A3_ARATH;O22203;C98A3_ARATH;CYP98A3;508;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Cytochrome P450 98A3;0.9986;0.999;2;6;6;16590.56;0;28911.66;0;0;13926.421;0;0;0;0;0;0;
sp|O22218|ACA4_ARATH;O22218;ACA4_ARATH;ACA4;1030;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Calcium-transporting ATPase 4, plasma membrane-type;1;0.999;36;332;332;1020339.94;545376.1;1466504.5;1069577.2;892952.25;1106599.4;150423.5;121020.234;259053.19;142433.92;123173.13;167464.44;
sp|O22229|TRXB3_ARATH;O22229;TRXB3_ARATH;NTRC;529;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;NADPH-dependent thioredoxin reductase 3;1;0.999;20;150;150;747485;303515.03;1317060.6;86719.7;295535.47;281570.66;232061.77;194642.78;386404.34;83549.055;98367.41;161437.22;
sp|O22254|RL181_ARATH;O22254;RL181_ARATH;RPL18A;188;Arabidopsis thaliana OX=3702;3:Protein inferred from homology;Putative 60S ribosomal protein L18-1;0;0.999;6;80;96;321943.34;233018.47;229034.36;360131.25;309139.8;269429.6;148864.22;92799.734;131211.45;117502.27;98324.06;92786.55;
sp|O22263|PDI21_ARATH;O22263;PDI21_ARATH;PDIL2-1;361;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Protein disulfide-isomerase like 2-1;1;0.999;19;226;226;599982.6;474179.12;582875.3;359356.6;504756.12;813563.6;84371.02;65849.1;121086.29;50736.04;69470.66;105562.89;
sp|O22265|SR43C_ARATH;O22265;SR43C_ARATH;CAO;373;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Signal recognition particle 43 kDa protein, chloroplastic;1;0.999;7;24;24;101869.59;65868.89;96060.51;26695.008;35512.03;64533.594;38899.844;43896.32;65315.746;14469.514;18973.459;26859.588;
sp|O22527|CLH1_ARATH;O22527;CLH1_ARATH;CLH1;324;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Chlorophyllase-1;1;0.999;6;38;38;32854.12;17236.238;288815.16;0;0;36950.9;16784.97;0;61321.184;0;0;16013.785;
sp|O22609|DEGP1_ARATH;O22609;DEGP1_ARATH;DEGP1;439;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Protease Do-like 1, chloroplastic;1;0.999;18;162;162;304864.7;384827.78;1313129.1;188059.95;490400.38;1335970.8;103032.46;140418.25;305013.94;70848.18;154658.56;320587.6;
sp|O22683|CYNS_ARATH;O22683;CYNS_ARATH;CYN;168;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Cyanate hydratase;0.9847;0.999;2;3;3;9181.479;0;0;0;7799.7603;0;0;0;0;0;0;0;
sp|O22704|CYP5F_ARATH;O22704;CYP5F_ARATH;CB5LP;121;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Cytochrome B5-like protein;0.9998;0.999;1;9;9;21969.162;20213.703;12767.58;0;0;5884.0454;14940.894;15581.013;0;0;0;0;
sp|O22769|NDUV2_ARATH;O22769;NDUV2_ARATH;At4g02580;255;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial;0.9812;0.9988;2;2;2;52697.312;0;0;0;0;0;0;0;0;0;0;0;
sp|O22773|TL16_ARATH;O22773;TL16_ARATH;At4g02530;216;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Thylakoid lumenal 16.5 kDa protein, chloroplastic;1;0.999;12;184;184;925405.1;1135499.4;1151388.1;1179870;1887111.9;3387981;262307.88;333422.25;779024;370764.94;538456.94;951323.8;
sp|O22788|PXG3_ARATH;O22788;PXG3_ARATH;PXG3;236;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Probable peroxygenase 3;1;0.999;2;24;24;79312.05;0;105758.125;0;27889.148;67218.95;35452.72;0;81589;0;14754.867;36472.3;
sp|O22795|RK28_ARATH;O22795;RK28_ARATH;RPL28;143;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;50S ribosomal protein L28, chloroplastic;1;0.999;18;379;379;3520443.2;2496516.2;4206289.5;1962618.6;1657232.5;2176753.8;766799.5;814052.75;1080997.6;470318.75;515017.62;657206.44;
sp|O22797|GLTP1_ARATH;O22797;GLTP1_ARATH;GLTP1;202;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Glycolipid transfer protein 1;0.9997;0.999;2;4;4;12871.083;0;19595.16;7038.6553;21897.527;12341.217;0;0;0;0;0;0;
sp|O22832|STAD7_ARATH;O22832;STAD7_ARATH;FAB2;401;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Stearoyl-[acyl-carrier-protein] 9-desaturase 7, chloroplastic;1;0.999;14;85;85;159578.4;260536.69;680720.5;45669.316;63383.656;181982.1;53698.19;66710.24;157317.8;25899.457;29409.246;56598.77;
sp|O22860|RL38_ARATH;O22860;RL38_ARATH;RPL38B;69;Arabidopsis thaliana OX=3702;3:Protein inferred from homology;60S ribosomal protein L38;1;0.999;3;31;31;54535.727;45711.85;0;61477.164;54443.617;49510.5;37715.195;32017.459;0;41927.344;36764.137;34229.496;
sp|O22870|FK163_ARATH;O22870;FK163_ARATH;FKBP16-3;223;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Peptidyl-prolyl cis-trans isomerase FKBP16-3, chloroplastic;1;0.999;10;152;152;141231.58;344003.7;400524.75;123697.89;371568.25;1162235.5;44720.74;94317.14;334496.1;47323.72;99093.08;226755.75;
sp|O22886|DCUP2_ARATH;O22886;DCUP2_ARATH;HEME2;394;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Uroporphyrinogen decarboxylase 2, chloroplastic;1;0.999;17;116;116;991362.56;1478745.2;1905516.5;131269.3;217922.6;504955.25;213919.31;285386.06;396537.12;39374.094;58108.04;115832.63;
sp|O22914|CP121_ARATH;O22914;CP121_ARATH;CP12-1;124;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Calvin cycle protein CP12-1, chloroplastic;0.9998;0.999;1;63;63;965700.2;1037965.75;1851977.2;483876.56;619272.44;971244;643528.44;679627.56;1289350.4;315379.9;403733.16;643653.6;
sp|O22993|FTSI1_ARATH;O22993;FTSI1_ARATH;FTSHI1;946;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Probable inactive ATP-dependent zinc metalloprotease FTSHI 1, chloroplastic;1;0.999;72;1357;1357;7194923.5;1.04E+07;1.80E+07;2880484.8;4198297.5;9019187;832089.8;1202650.6;1933971.1;388552;538740.44;1053689.4;
sp|O23016|KCAB_ARATH;O23016;KCAB_ARATH;KAB1;328;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Probable voltage-gated potassium channel subunit beta;0.9999;0.999;3;4;4;0;5852.228;64979.68;0;0;0;0;0;0;0;0;0;
sp|O23049|RK6_ARATH;O23049;RK6_ARATH;RPL6;223;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;50S ribosomal protein L6, chloroplastic;1;0.999;39;715;715;6376681;5176864;1.15E+07;3574463.8;3925656.5;5639385.5;863635.2;769197.44;1792223.4;544620.8;590084.6;776399.5;
sp|O23095|RLA12_ARATH;O23095;RLA12_ARATH;RPP1B;113;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;60S acidic ribosomal protein P1-2;0.9848;0.999;2;4;14;0;10853.093;40480.48;0;0;0;0;0;0;0;0;0;
sp|O23138|CYC1_ARATH;O23138;CYC1_ARATH;CYTC-1;114;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Cytochrome c-1;1;0.999;7;59;59;403690.38;30438.443;92857.055;347479.06;284074.25;202843.97;148920.31;32930.016;79346.49;110091.44;96529.16;79935.09;
sp|O23144|PPI1_ARATH;O23144;PPI1_ARATH;PPI1;612;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Proton pump-interactor 1;1;0.999;6;26;26;50551.645;0;88441.88;67133.266;69704.7;94309.4;23927.889;0;42541.74;26405.674;30154.828;38269.26;
sp|O23166|TR164_ARATH;O23166;TR164_ARATH;HCF164;261;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Thioredoxin-like protein HCF164, chloroplastic;1;0.999;4;34;34;46492.53;46412.633;107635.266;54845.42;78533.91;171467.9;28248.082;28548.434;66445;32411.4;50563.066;81098.945;
sp|O23193|CBSX1_ARATH;O23193;CBSX1_ARATH;CBSX1;236;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;CBS domain-containing protein CBSX1, chloroplastic;0.9799;0.9987;3;1;4;0;4776.611;0;0;0;3267.7666;0;0;0;0;0;0;
sp|O23207|FQRL2_ARATH;O23207;FQRL2_ARATH;At4g36750;273;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Probable NAD(P)H dehydrogenase (quinone) FQR1-like 2;0.9143;0.999;1;1;1;0;0;23905.84;0;0;0;0;0;0;0;0;0;
sp|O23247|SYRM_ARATH;O23247;SYRM_ARATH;EMB1027;642;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Arginine--tRNA ligase, chloroplastic/mitochondrial;1;0.999;8;12;12;0;0;128963.97;0;0;0;0;0;0;0;0;0;
sp|O23254|GLYC4_ARATH;O23254;GLYC4_ARATH;SHM4;471;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Serine hydroxymethyltransferase 4;1;0.999;6;60;60;91752.94;173608.3;118449.96;82384.71;99786.78;141922.64;33210.062;44211.176;55052.06;30429.55;36190.99;48646.684;
